level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	14	3	1153	509	48	68	0.000000	信
5	1	1	1	14	4	1157	576	78	111	25.518311	2
5	1	1	1	14	5	1218	1019	74	64	0.000000	Kg
5	1	1	1	14	6	1247	1109	72	145	19.212250	還
5	1	1	1	14	7	1278	1253	79	71	0.000000	繼
5	1	1	1	14	8	1243	1323	125	72	0.000000	弛
5	1	1	1	14	9	1285	1394	73	39	0.000000	年
5	1	1	1	14	10	1300	1464	38	28	0.000000	受
5	1	1	1	14	11	1322	1511	42	50	0.000000	慚
4	1	1	1	15	0	1047	369	313	1416	-1	
5	1	1	1	15	1	1047	369	51	55	0.000000	訪
5	1	1	1	15	2	1084	459	66	116	2.039528	全
5	1	1	1	15	3	1108	577	42	54	44.672699	人
5	1	1	1	15	4	1108	650	92	63	2.808441	條
5	1	1	1	15	5	1080	737	174	77	0.000000	是
5	1	1	1	15	6	1080	813	174	67	0.000000	避
5	1	1	1	15	7	1108	879	142	77	0.000000	丰
5	1	1	1	15	8	1080	955	174	109	29.311966	本
5	1	1	1	15	9	1224	1272	98	294	0.000000	生
5	1	1	1	15	10	1278	1629	40	104	0.011337	一
5	1	1	1	15	11	1298	1775	62	10	65.511368	!
4	1	1	1	16	0	1001	32	294	1751	-1	
5	1	1	1	16	1	1001	32	2	37	0.775597	be
5	1	1	1	16	2	1054	371	10	21	0.000000	結
5	1	1	1	16	3	1035	419	71	74	16.242226	人
5	1	1	1	16	4	1032	500	65	61	0.000000	喔
5	1	1	1	16	5	1108	663	4	4	0.000000	臣
5	1	1	1	16	6	1102	693	39	18	26.572227	文
5	1	1	1	16	7	1109	753	26	23	39.752365	8<
5	1	1	1	16	8	1152	1131	74	65	5.291550	~
5	1	1	1	16	9	1156	1265	46	47	0.000000	瑟
5	1	1	1	16	10	1152	1311	74	42	0.000000	卅
5	1	1	1	16	11	1232	1434	16	40	55.873524	ee
5	1	1	1	16	12	1235	1543	10	12	0.000000	凡
5	1	1	1	16	13	1267	1738	28	45	0.000000	汪
4	1	1	1	17	0	1002	301	262	1483	-1	
5	1	1	1	17	1	1002	301	78	414	21.833344	家
5	1	1	1	17	2	1016	960	177	273	0.000000	了
5	1	1	1	17	3	1178	1772	86	12	32.595963	!
4	1	1	1	18	0	914	512	172	920	-1	
5	1	1	1	18	1	914	512	45	89	45.930252	全
5	1	1	1	18	2	910	566	55	35	0.000000	+
5	1	1	1	18	3	910	600	55	36	0.000000	記
5	1	1	1	18	4	925	637	34	84	0.000000	4)
5	1	1	1	18	5	910	734	55	32	1.301125	要
5	1	1	1	18	6	949	785	7	6	0.000000	-
5	1	1	1	18	7	1007	1091	5	24	36.140209	二
5	1	1	1	18	8	1009	1120	6	23	70.650513	二
5	1	1	1	18	9	1047	1168	27	110	0.000000	點
4	1	1	1	19	0	730	385	261	1324	-1	
5	1	1	1	19	1	730	385	75	139	13.000603	下
5	1	1	1	19	2	783	556	85	288	0.000000	和
5	1	1	1	19	3	775	808	114	58	15.589821	人
5	1	1	1	19	4	847	943	38	47	0.000000	2
5	1	1	1	19	5	885	1017	10	65	63.584438	_
5	1	1	1	19	6	890	1172	11	28	0.000000	紡
5	1	1	1	19	7	889	1245	42	36	0.000000	蒜
5	1	1	1	19	8	891	1313	41	53	0.000000	導
5	1	1	1	19	9	910	1382	37	39	0.000000	中
5	1	1	1	19	10	915	1433	60	57	1.465073	人
5	1	1	1	19	11	914	1495	62	58	0.000000	此
5	1	1	1	19	12	943	1568	34	38	0.000000	全
5	1	1	1	19	13	982	1697	9	12	9.987755	讓
5	1	1	1	19	14	935	1767	92	41	0.000000	祝
5	1	1	1	19	15	993	1808	23	51	0.000000	有
4	1	1	1	20	0	713	427	226	1188	-1	
5	1	1	1	20	1	713	427	81	137	41.943726	sp
5	1	1	1	20	2	729	577	59	132	1.397171	人
5	1	1	1	20	3	796	835	7	19	88.804016	-
5	1	1	1	20	4	799	855	37	51	33.142731	和
5	1	1	1	20	5	799	919	46	86	20.222626	說
5	1	1	1	20	6	778	1004	71	36	33.593338	一
5	1	1	1	20	7	800	1037	92	167	14.971146	ee
5	1	1	1	20	8	854	1234	34	40	23.030785	之
5	1	1	1	20	9	853	1362	70	81	0.000000	証
5	1	1	1	20	10	849	1442	90	80	0.000000	全
5	1	1	1	20	11	892	1521	34	35	5.902344	該
5	1	1	1	20	12	893	1577	42	38	0.000000	鋪
4	1	1	1	21	0	617	231	283	1641	-1	
5	1	1	1	21	1	617	231	139	96	29.891205	國
5	1	1	1	21	2	621	326	86	71	28.995392	點
5	1	1	1	21	3	617	396	139	61	20.752617	加
5	1	1	1	21	4	617	456	139	227	36.284111	SET
5	1	1	1	21	5	674	682	45	132	0.000000	了
5	1	1	1	21	6	715	840	5	41	71.569061	和
5	1	1	1	21	7	717	900	35	44	31.045715	1
5	1	1	1	21	8	807	1155	43	79	0.000000	婁
5	1	1	1	21	9	809	1247	40	39	32.412125	三
5	1	1	1	21	10	810	1319	41	56	13.925560	品
5	1	1	1	21	11	766	1375	128	56	0.000000	生
5	1	1	1	21	12	811	1431	78	71	0.000000	科
5	1	1	1	21	13	812	1503	78	56	0.000000	弛
5	1	1	1	21	14	820	1565	67	48	5.137924	可
5	1	1	1	21	15	880	1797	20	75	37.823524	一
4	1	1	1	22	0	430	103	301	1678	-1	
5	1	1	1	22	1	430	16	59	90	0.000000	計
5	1	1	1	22	2	410	153	188	83	0.000000	還
5	1	1	1	22	3	464	378	85	127	38.880878	ICE
5	1	1	1	22	4	468	513	126	257	4.085075	人
5	1	1	1	22	5	541	781	86	144	16.409256	和
5	1	1	1	22	6	544	937	95	212	0.000000	豆
5	1	1	1	22	7	594	1158	94	127	0.000000	二
5	1	1	1	22	8	607	1284	103	125	0.000000	#
5	1	1	1	22	9	640	1497	91	181	0.000000	屆
5	1	1	1	22	10	717	1776	5	5	0.000000	証
4	1	1	1	23	0	361	243	283	1620	-1	
5	1	1	1	23	1	361	243	143	135	0.000000	一
5	1	1	1	23	2	365	457	74	64	68.617500	0
5	1	1	1	23	3	399	520	58	63	33.824081	加
5	1	1	1	23	4	418	582	74	73	11.296829	人
5	1	1	1	23	5	412	654	88	81	22.407494	但
5	1	1	1	23	6	361	734	143	64	0.000000	還
5	1	1	1	23	7	455	797	22	104	7.385323	品
5	1	1	1	23	8	575	1176	12	12	29.476357	wo
5	1	1	1	23	9	547	1316	66	86	17.167213	全
5	1	1	1	23	10	550	1434	94	313	14.193504	攻守
5	1	1	1	23	11	543	1690	105	86	11.043533	有
5	1	1	1	23	12	638	1856	5	7	0.000000	絡
4	1	1	1	24	0	235	51	233	1507	-1	
5	1	1	1	24	1	206	36	60	125	23.618767	當
5	1	1	1	24	2	235	194	3	5	0.000000	幾
5	1	1	1	24	3	252	293	44	19	78.549530	,
5	1	1	1	24	4	258	352	41	117	75.041092	一
5	1	1	1	24	5	287	478	76	119	29.970078	說
5	1	1	1	24	6	289	596	79	64	0.000000	媒
5	1	1	1	24	7	334	672	33	9	0.000000	押
5	1	1	1	24	8	332	722	35	45	0.000000	蟬
5	1	1	1	24	9	335	792	56	98	0.000000	曲
5	1	1	1	24	10	339	894	77	83	0.000000	合
5	1	1	1	24	11	326	976	116	73	19.858414	震
5	1	1	1	24	12	376	1049	33	51	60.937962	一
5	1	1	1	24	13	326	1099	116	37	68.248627	-
5	1	1	1	24	14	383	1167	56	56	27.853424	各
5	1	1	1	24	15	411	1256	5	7	0.000000	了
5	1	1	1	24	16	381	1331	87	43	25.199745	條
5	1	1	1	24	17	377	1373	135	69	0.000000	呈
5	1	1	1	24	18	442	1454	32	36	0.000000	全
5	1	1	1	24	19	456	1585	8	26	0.000000	謹
4	1	1	1	25	0	128	25	337	1621	-1	
5	1	1	1	25	1	128	25	77	116	0.000000	隊
5	1	1	1	25	2	201	184	28	19	0.000000	史
5	1	1	1	25	3	198	246	44	64	58.601852	還
5	1	1	1	25	4	194	279	57	33	0.000000	語
5	1	1	1	25	5	177	328	103	144	50.419884	會
5	1	1	1	25	6	203	475	79	52	0.000000	襄
5	1	1	1	25	7	212	528	72	62	0.000000	本
5	1	1	1	25	8	210	597	68	52	5.588135	說
5	1	1	1	25	9	213	668	81	50	0.000000	導
5	1	1	1	25	10	277	869	62	35	67.199417	和
5	1	1	1	25	11	324	911	9	5	0.000000	難
5	1	1	1	25	12	292	958	43	188	8.170845	和
5	1	1	1	25	13	296	1168	169	302	0.000000	人
5	1	1	1	25	14	367	1495	83	94	0.000000	生
5	1	1	1	25	15	384	1645	6	1	0.000000	革
4	1	1	1	26	0	54	52	370	1827	-1	
5	1	1	1	26	1	54	52	76	74	0.000000	店
5	1	1	1	26	2	73	160	74	50	0.000000	基
5	1	1	1	26	3	85	243	20	11	45.834156	!
5	1	1	1	26	4	116	405	73	112	15.072464	0
5	1	1	1	26	5	119	529	89	69	0.000000	臣
5	1	1	1	26	6	117	597	92	62	0.000000	導
5	1	1	1	26	7	171	658	58	64	9.564346	全
5	1	1	1	26	8	167	733	44	69	2.321236	畫
5	1	1	1	26	9	206	834	6	36	0.000000	蟬
5	1	1	1	26	10	170	869	43	85	0.000000	人
5	1	1	1	26	11	112	953	121	76	0.000000	相
5	1	1	1	26	12	269	1301	63	54	8.395859	加
5	1	1	1	26	13	259	1354	71	53	0.000000	諷
5	1	1	1	26	14	314	1501	69	297	18.264053	全
5	1	1	1	26	15	346	1863	78	16	20.589012	1
4	1	1	1	27	0	30	374	270	1501	-1	
5	1	1	1	27	1	30	374	88	466	20.595078	Le
5	1	1	1	27	2	94	952	73	56	16.923264	店
5	1	1	1	27	3	171	1218	5	3	0.000000	寢
5	1	1	1	27	4	144	1252	73	57	0.000000	交
5	1	1	1	27	5	168	1329	4	4	0.000000	滲
5	1	1	1	27	6	158	1391	65	113	39.496750	坦誠
5	1	1	1	27	7	180	1504	45	56	12.407822	和
5	1	1	1	27	8	202	1585	63	170	39.084320	二
5	1	1	1	27	9	223	1775	77	100	0.000000	EE
4	1	1	1	28	0	49	1356	87	498	-1	
5	1	1	1	28	1	49	1356	17	76	0.000000	ai
5	1	1	1	28	2	60	1466	7	3	0.000000	放
5	1	1	1	28	3	62	1472	26	24	15.189789	當
5	1	1	1	28	4	99	1588	12	6	55.097916	人
5	1	1	1	28	5	87	1615	36	102	3.177414	還
5	1	1	1	28	6	96	1795	40	21	31.736290	5
5	1	1	1	28	7	89	1847	8	7	20.619370	:
